franchise,name,IGN_rating,IGN_title,IGN_link,Gamespot_rating,Gamespot_title,Gamespot_link,Game_Rant_rating,Game_Rant_title,Game_Rant_link,PC_Gamer_rating,PC_Gamer_title,PC_Gamer_link,IGN_text,Gamespot_text,Game_Rant_text,PC_Gamer_text,Average_Score,Verdict_Sum,IGN_visited,Gamespot_visited,Game_Rant_visited,PC_Gamer_visited,rating_count
Harvest Moon,Harvest Moon: More Friends of Mineral Town,,,,7.6,Harvest Moon: More Friends of Mineral Town Review - GameSpot,https://www.gamespot.com/reviews/harvest-moon-more-friends-of-mineral-town-review/1900-6130264/,,,,,,,-,"Grow crops, raise livestock, upgrade house. Plenty to see and do in town. Land a husband and have a baby. Play as a female character. No different than previous game. Graphics about 2 years behind the curve. ",-,-,7.6,"Grow crops, raise livestock, upgrade house. Plenty to see and do in town. Play as a female character. No different than previous game. Graphics about 2 years behind the curve.",1,1,1,1,1
Harvest Moon,Harvest Moon: Sunshine Islands,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Harvest Moon,Harvest Moon: The Lost Valley,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Harvest Moon,Harvest Moon: The Tale of Two Towns,6.0,Harvest Moon: The Tale of Two Towns Review - IGN,https://www.ign.com/articles/2011/09/23/harvest-moon-the-tale-of-two-towns-review,6.5,Harvest Moon: The Tale of Two Towns Review - GameSpot,https://www.gamespot.com/reviews/harvest-moon-the-tale-of-two-towns-review/1900-6337140/,,,,,,,I just wish the farming here didn't have to take place in the middle of such negative emotions. It's hard to love a game that's so based on hate.,"Addictive yet relaxing gameplay. Tons of things to do, lasting many hours. Quests add some variety. Shop inventories can be a pain. Brings little that's new to the franchise. ",-,-,6.25,"Tons of things to do, lasting many hours. Quests add some variety. Shop inventories can be a pain. Brings little that's new to the franchise.",1,1,1,1,2
Harvest Moon,Harvest Moon: Tree of Tranquility,,,,6.0,Harvest Moon: Tree of Tranquility Review - GameSpot,https://www.gamespot.com/reviews/harvest-moon-tree-of-tranquility-review/1900-6198622/,,,,,,,-,Core farming mechanics are still fun. Massive number of things to participate in and take care of. Frequent loading screens slow the pace. Motion controls are uninspired. Slowdown comes with every rainy day. ,-,-,6.0, Core farming mechanics are still fun. Massive number of things to participate in and take care of. Frequent loading screens slow the pace. Motion controls are uninspired.,1,1,1,1,1
Hatsune Miku,Hatsune Miku and Future Stars: Project Mirai,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Diva 2nd,,,,,Hatsune Miku: Project Diva 2nd - Review - GameFAQs,https://gamefaqs.gamespot.com/psp/991048-hatsune-miku-project-diva-2nd/reviews/142484,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Diva Extend,,,,,Hatsune Miku: Project Diva Extend - Review - GameFAQs,https://gamefaqs.gamespot.com/psp/629357-hatsune-miku-project-diva-extend/reviews/151652,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Diva F 2nd,,,,,Hatsune Miku: Project Diva F 2nd - Review - GameFAQs,https://gamefaqs.gamespot.com/vita/722589-hatsune-miku-project-diva-f-2nd/reviews/164771,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Diva X,,,,,Hatsune Miku: Project Diva X - Review - GameFAQs,https://gamefaqs.gamespot.com/vita/180601-hatsune-miku-project-diva-x/reviews/164257,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Diva f,,,,7.0,Hatsune Miku: Project Diva F Review - GameSpot,https://www.gamespot.com/reviews/hatsune-miku-project-diva-f-review/1900-6414006/,,,,,,,-,Lively background videos. Demanding rhythm-based play. Lots of unlockable goodies. Robust video-creation tool. Loading delays. Visuals are occasionally too distracting. ,-,-,7.0,Lively background videos. Demanding rhythm-based play. Lots of unlockable goodies. Robust video-creation tool. Loading delays.,1,1,1,1,1
Hatsune Miku,Hatsune Miku: Project Diva,,,,7.0,Hatsune Miku: Project Diva F Review - GameSpot,https://www.gamespot.com/reviews/hatsune-miku-project-diva-f-review/1900-6414006/,,,,,,,-,Lively background videos. Demanding rhythm-based play. Lots of unlockable goodies. Robust video-creation tool. Loading delays. Visuals are occasionally too distracting. ,-,-,7.0,Lively background videos. Demanding rhythm-based play. Lots of unlockable goodies. Robust video-creation tool. Loading delays.,1,1,1,1,1
Hatsune Miku,Hatsune Miku: Project Mirai DX,,,,,Hatsune Miku: Project Mirai DX - Review - GameFAQs,https://gamefaqs.gamespot.com/3ds/712342-hatsune-miku-project-mirai-dx/reviews/161211,,,,,,,-,-,-,-,,,1,1,1,1,0
Hatsune Miku,Hatsune Miku: Project Mirai 2,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Annihilated Empires,6.0,Heroes of Annihilated Empires Review - IGN,https://www.ign.com/articles/2006/11/22/heroes-of-annihilated-empires-review,6.0,Heroes of Annihilated Empires Review - GameSpot,https://www.gamespot.com/reviews/heroes-of-annihilated-empires-review/1900-6162736/,,,,,,,"Heroes of Annihilated Empires is a forgettable experience all the way through. While we really like Elhant's attitude, it's the only thing that stands out as unique in this game. That's a shame because the developers were on to something with the idea of combining modern units with those of the typical medieval fantasy setting. Instead of hitting the ground running with this idea, the developers have decided to hold off. We can only assume that this idea will surface in the inevitable sequel. We're not holding our breath.","Colorful artistic style and strong voice acting. Interesting mix of RPG and RTS elements. Hundreds and hundreds of units onscreen at any given time. Internet game browser is nonfunctional, forcing you to know your opponent's IP or play via LAN. Brain-dead artificial intelligence. Only three maps available for skirmish play. No easy way to organize and maintain all those units. ",-,-,6.0,"Heroes of Annihilated Empires is a forgettable experience all the way through. Internet game browser is nonfunctional, forcing you to know your opponent's IP or play via LAN. Only three maps available for skirmish play.",1,1,1,1,2
Heroes of Might,Heroes of Hellas 3 Athens,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Mana,8.0,Heroes of Mana Review - IGN,https://www.ign.com/articles/2007/08/09/heroes-of-mana-review,5.5,Heroes of Mana Review - GameSpot,https://www.gamespot.com/reviews/heroes-of-mana-review/1900-6176643/,,,,,,,"Heroes of Mana may not be the true Mana game you've been waiting for, but its obvious at this point that series creator Koichi Ishii has different plans for his franchise, and they include a grand, year-by-year evolution of the product.  The creator teamed with developer Brownie Brown to create something truly unique on DS, and in a lot of ways this trail-blazing RTS is a huge success for the platform.  The game still has a few issues, including some moronic A.I. at times and a lack of online play - something we wouldn't have dared ship the title without - but it also has a ton to offer players who haven't had the chance to dive into the genre yet on DS.  

The presentation is great, the fully-animated sequences are simply beautiful, the music is captivating (not as much as something like Final Fantasy, but still pretty impressive), and for the most part the gameplay is intuitive and downright fun.  For anyone willing to put up with a few annoyances Heroes of Mana delivers a great pocket RTS experience plain and simple, and with a deep story, diverse cast of characters, and a pretty remarkable amount of depth it's a no-brainer for strategy fanatics.  It isn't the franchise you remember from over a decade ago, but Heroes of Mana proves one very important element of Koichi Ishii's philosophy: The gameplay may change, but the soul remains.","Intuitive interface proves that real-time strategy can work well on the DS. Solid unit balancing. Horrendous, broken pathfinding. Slow unit speed and constant cutscenes throw the pace off. Dumb multiplayer design forces both players to finish the campaign if they want to have a balanced match. ",-,-,6.75,"The presentation is great, the fully-animated sequences are simply beautiful, and the music is captivating. The game still has a few issues, including some moronic A.I. at times and a lack of online play. With a deep story, diverse cast of characters, and a pretty remarkable amount of depth it's a no-brainer for strategy fanatics.",1,1,1,1,2
Heroes of Might,Heroes of Might & Magic III - HD Edition,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Might & Magic V Hammers of Fate,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Might & Magic V Tribes of the East,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Might & Magic V,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of Might and Magic V,,,,8.2,Heroes of Might and Magic V Review - GameSpot,https://www.gamespot.com/reviews/heroes-of-might-and-magic-v-review/1900-6151741/,,,,,,,-,"Stays true to the spirit of a great and creative turn-based strategy series. Features six lengthy campaigns, offering many dozens of hours of gameplay. Six playable factions that are satisfyingly different. Excellent 3D graphics and outstanding operatic musical score. Some noticeable bugs. Fairly long loading times and other waiting periods slow down the pace. Not enough in-game documentation and the manual doesn't help. ",-,-,8.2,Excellent 3D graphics and outstanding operatic musical score. Fairly long loading times and other waiting periods slow down the pace. Not enough in-game documentation and the manual doesn't help.,1,1,1,1,1
Heroes of Might,Heroes of Ruin,7.0,Heroes of Ruin Review - IGN,https://www.ign.com/articles/2012/06/25/heroes-of-ruin-review,6.0,Heroes of Ruin Review - GameSpot,https://www.gamespot.com/reviews/heroes-of-ruin-review/1900-6388177/,,,,,,,"Daily and weekly objectives should, in theory, encourage players to stick with Heroes of Ruin, but even with the promise of rare items exclusively available to those who complete these tasks, it might not be enough for seasoned gamers who would prefer a more substantial challenge. It’s more of a short-term investment than some might be expecting, then, but while you’re caught in its irresistible loot cycle, you’ll probably find it very hard to put down.",Good variety of monsters and environments. Seamless co-op integration. Lack of challenge lessens lure of new loot and skills. Busted monetary system. Only one difficulty setting. ,-,-,6.5,Daily and weekly objectives should encourage players to stick with the game. Lack of challenge lessens lure of new loot and skills. Only one difficulty setting.,1,1,1,1,2
Heroes of Might,Heroes of Scene,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of SoulCraft,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of a Broken Land,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Heroes of Might,Heroes of the Pacific,,,,7.0,Heroes of the Pacific review - GameSpot,https://www.gamespot.com/reviews/heroes-of-the-pacific-review/1900-6143598/,,,,,,,-,Does air-to-ground combat right. Easy to pick up and play. Decent campaign length. Lots of unlockable planes. Online is dull (and you'll have trouble finding someone to play against). Not much different from other mission-based flight games you've probably played. ,-,-,7.0,Decent campaign length. Lots of unlockable planes. Online is dull (and you'll have trouble finding someone to play against). Not much different from other mission-based flight games.,1,1,1,1,1
Hiiro no Kakera,Hiiro no Kakera 2: Hisui no Shizuku,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera 3: Aoikuro no Kusabi,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera DS,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera Portable,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hiiro no Kakera,Hiiro no Kakera: Shin Tamayori Hime Denshou,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Hot Wheels,Hot Wheels Turbo Racing,,,,8.0,Hot Wheels Turbo Racing Review - GameSpot,https://www.gamespot.com/reviews/hot-wheels-turbo-racing-review/1900-2547904/,,,,,,,-,N/A. . ,-,-,8.0,,1,1,1,1,1
Hot Wheels,Hot Wheels Ultimate Racing,5.9,Hot Wheels Ultimate Racing Review - IGN,https://www.ign.com/articles/2007/07/18/hot-wheels-ultimate-racing-review,6.0,Hot Wheels Ultimate Racing Review - GameSpot,https://www.gamespot.com/reviews/hot-wheels-ultimate-racing-review/1900-6175847/,,,,,,,"Ultimate Racing could have been pretty fun, but its combination of unforgiving gameplay and buggy mechanics hold it back. However, fans of racers, Hot Wheels, and racing Hot Wheels might get something out of this budget game -- just don't plan on playing Collector very long without breaking something ...","You can collect, upgrade, and decorate 30 different Hot Wheels cars. The combination of jump ramps and nitro makes for a thrilling sense of speed. The different cars look nice, especially when you apply decals and neon accents. The six competitions in the career-style challenge mode don't take long to beat. There are only 11 different tracks. No online functionality whatsoever, not even for downloading new tracks. Weak graphics. ",-,-,5.95,"You can collect, upgrade, and decorate 30 different Hot Wheels cars. The combination of jump ramps and nitro makes for a thrilling sense of speed. The different cars look nice, especially when you apply decals and neon accents.",1,1,1,1,2
Hot Wheels,Hot Wheels Velocity X,4.7,Hot Wheels Velocity X Review [Gamecube] - IGN,https://www.ign.com/articles/2002/11/18/hot-wheels-velocity-x-2,6.4,Hot Wheels Velocity X Review - GameSpot,https://www.gamespot.com/reviews/hot-wheels-velocity-x-review/1900-2907907/,,,,,,,"Hot Wheels Velocity X Maximum Justice is almost a fun game, except that its controls really hold it back and kill any enjoyment that might have been had with the game. It's too hard to keep speed in corners, or at least take them properly without crashing into the wall. There are a couple multiplayer modes, and a fairly large number of cars and weapons to unlock, but once again, the controls get in the way and you can't really enjoy using any of them. The stunts were also intended to play a large part of the game, but after seeing your car flip once or twice, that gets boring as well.",N/A. . ,-,-,5.55,"Hot Wheels Velocity X Maximum Justice is almost a fun game, except that its controls really hold it back. It's too hard to keep speed in corners, or at least take them properly without crashing into the wall. The stunts were also intended to play a large part of the game, but after seeing your car flip once or twice, that gets boring.",1,1,1,1,2
Hot Wheels,Hot Wheels World Race,,,,6.3,Hot Wheels World Race Review - GameSpot,https://www.gamespot.com/reviews/hot-wheels-world-race-review/1900-6085069/,,,,,,,-,N/A. . ,-,-,6.3,,1,1,1,1,1
Hot Wheels,Hot Wheels: Battle Force 5,5.3,Hot Wheels: Battle Force 5 Review - IGN,https://www.ign.com/articles/2009/11/17/hot-wheels-battle-force-5-review-2,,,,,,,,,,"Hot Wheels: Battle Force 5 is a pretty shallow game that doesn’t really excite or engage the player. There are a limited number of levels and the multiplayer just doesn’t have it. Still, the cutscenes are well done, the voice work is reminiscent of the show, and being able to unlock episodes of the program and art are nice touches that are sure to appeal to the franchise’s young fanbase.",-,-,-,5.3,"Hot Wheels: Battle Force 5 is a pretty shallow game that doesn't really excite or engage the player. There are a limited number of levels and the multiplayer just doesn't have it. Still, the cutscenes are well done and the voice work is reminiscent of the show.",1,1,1,1,1
Hot Wheels,Hot Wheels: Beat That!,3.5,Hot Wheels: Beat That! Review - IGN,https://www.ign.com/articles/2007/12/11/hot-wheels-beat-that-review,,Hot Wheels: Beat That! Review for Xbox 360: Average racer - GameFAQs,https://gamefaqs.gamespot.com/xbox360/943309-hot-wheels-beat-that/reviews/120990,,,,,,,"As scathing as it may sound, there's really no reason for a racing fan to play Beat That, even if that fan is a little kid. Although the gameplay isn't completely broken, it just isn't fun. Even more unfortunate is the fact that the game's few positive elements, like awarding flame points (used for unlocking content) for achieving secondary goals, are completely lost in a much greater number of negative traits. Ultimately, there's a great deal of irony in Beat That!'s title, because it's beaten very easily by the majority of racing titles on the market today.",-,-,-,3.5,"There's really no reason for a racing fan to play Beat That, even if that fan is a little kid. Although the gameplay isn't completely broken, it just isn't fun. Even more unfortunate is the fact that the game's few positive elements are completely lost in a much greater number of negative traits.",1,1,1,1,1
Hot Wheels,Hot Wheels: Burnin' Rubber,8.0,Hot Wheels Burnin' Rubber Review - IGN,https://www.ign.com/articles/2002/02/07/hot-wheels-burnin-rubber-review,,Hot Wheels: Burnin' Rubber - Review - GameFAQs,https://gamefaqs.gamespot.com/gba/536237-hot-wheels-burnin-rubber/reviews/32063,,,,,,,"My only real gripe about this game is its more sloppy interface...THQ is targeting a younger audience for Hot Wheels: Burnin' Rubber, but the menus aren't as neatly laid-out or designed as they were in the ""older"" racer the company released back in June 2001. But other than that little issue, this game is extremely inviting for racing fans, despite the license and younger feel...and it's worth a look if you felt cheated buying the US version of GT Advance.",-,-,-,8.0,"THQ is targeting a younger audience for Hot Wheels: Burnin' Rubber. The menus aren't as neatly laid-out or designed as they were in the ""older"" racer. This game is extremely inviting for racing fans.",1,1,1,1,1
Hot Wheels,Hot Wheels: Stunt Track Challenge,,,,5.9,Hot Wheels Stunt Track Challenge Review - GameSpot,https://www.gamespot.com/reviews/hot-wheels-stunt-track-challenge-review/1900-6113974/,,,,,,,-,"Solid, if unspectacular arcade racing.. PS2 version features online head-to-head play.. Unremarkable single player, and the multiplayer gets old too.. No one is playing this game online.. Highly dated presentation.. If you've played one Hot Wheels game, you've played them all.. ",-,-,5.9,"Solid, if unspectacular arcade racing. PS2 version features online head-to-head play. Unremarkable single player, and the multiplayer gets old too.",1,1,1,1,1
Hot Wheels,Hot Wheels: Track Attack,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance - Back in Action,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance 2 - Wildfire ,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance 2 Gold Pack,,,,,Jagged Alliance 2 Gold Pack - Review - GameFAQs,https://gamefaqs.gamespot.com/pc/971808-jagged-alliance-2-gold-pack/reviews/54870,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance 2 Gold Unfinished Business,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance Crossfire,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance Flashback,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance Gold,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance Online - Steam Edition,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Jagged Alliance,Jagged Alliance Online Raven Pack,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
James Bond,James Bond 007: Agent Under Fire,,,,,James Bond 007: Agent Under Fire - Review - GameFAQs,https://gamefaqs.gamespot.com/xbox/545184-james-bond-007-agent-under-fire/reviews/33652,,,,,,,-,-,-,-,,,1,1,1,1,0
James Bond,James Bond 007: Blood Stone,5.0,James Bond 007: Blood Stone Review - IGN,https://www.ign.com/articles/2010/11/03/james-bond-007-blood-stone-review,7.5,James Bond 007: Blood Stone Review - GameSpot,https://www.gamespot.com/reviews/james-bond-007-blood-stone-review/1900-6283500/,,,,,,,"Blood Stone is not a bad game: it's just a painfully average one. There aren't any majorly broken elements to it, but just because this Stone is relatively polished, doesn't make it a gem. There really isn't anything at all remarkable about it, and even though it's extremely short it still manages to wear out its welcome thanks to its extremely repetitive design. If GoldenEye is indeed the Sean Connery of 007 video games, then Blood Stone is the George Lazenby; not bad, but not good either, and forgettable in almost every way. At just five hours long and lacking in any real innovation or challenge, it won't leave you feeling shaken nor stirred, just shortchanged.",Solid shooting mechanics and slick melee combat. Driving sections are a blast. Great production values. Globe-trotting story allows for lots of environmental variety. Gets off to a very slow start after the prologue. Throwaway multiplayer. Gadget sections are simply filler. ,-,-,6.25,"Blood Stone is not a bad game: it's just a painfully average one. There really isn't anything at all remarkable about it, and even though it's extremely short it still manages to wear out its welcome.",1,1,1,1,2
James Bond,James Bond 007: Everything or Nothing,8.5,James Bond 007: Everything or Nothing Review - IGN,https://www.ign.com/articles/2004/02/18/james-bond-007-everything-or-nothing-review,8.8,James Bond 007: Everything or Nothing Review - GameSpot,https://www.gamespot.com/reviews/james-bond-007-everything-or-nothing-review/1900-6089391/,,,,,,,"I don't think I'm alone when I say that the thought of putting James Bond 007 in third-person made me cringe. We all remember Tomorrow Never Dies on PSX...or maybe we don't. Point is it didn't exactly get us excited for a next-generation take on that same concept. However, after playing the first five levels of Everything or Nothing, I changed my tune. With each new level, I'd be saying to myself, ""Hmm, this kind of works. Yea, I like this. Hey, there are guys rappelling down mine shafts from above me!"" I began to believe.

I consider Everything or Nothing the second-best Bond game created thus far (GoldenEye had the benefit of being the standard-setting). It has really polished the Bond moments -- which let you be Bond, and that's sort of the point. It has also done a stellar job of matching Hollywood's production values, and for a license like this I think that's hugely important. Everything or Nothing is just a medley of solidly-executed gameplay ideas; stealth, explosive driving, shootouts, and huge boss fights come together to make it almost more compelling than some of the most recent movies. I also think that not basing the gameplay on an existing movie has proved highly beneficial, because it's all based on keeping the player entertained, not trying to come up with a way to make moments from the movie entertaining in the interactive realm.

Everything or Nothing's only glaring weakness is that it will not carry on the legacy of fantastic four-player deathmatches that Rare's GoldenEye. It features a more Powerstone-esque four-player deathmatch that has to be unlocked via some skilled cooperative play. Speaking of which, I think cooperative is a nice inclusion, but it was clear that it was still rushed. It's fun, but if EA wants to make a go of it, it's going to need the same attention that single-player got.

All said and done, I absolutely recommend Everything or Nothing for the single-player experience, which will last most players around 10 hours, and go as high as 20 depending on how much time you spend on earning platinum medals. There's also a pretty cool arcade and survival mode set in a VR training level to extend gameplay after you beat it.

Give third-person Bond a chance. This is a really excellent first-step towards making it something really special, and I can guarantee you we'll be seeing more of it in the near future.",N/A. . ,-,-,8.65,Everything or Nothing is just a medley of solidly-executed gameplay ideas. It has really polished the Bond moments -- which let you be Bond. The only glaring weakness is that it will not carry on the legacy of fantastic four-player deathmatches.,1,1,1,1,2
James Bond,James Bond 007: Legends,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
James Bond,James Bond 007: Nightfire,,,,7.9,James Bond 007: NightFire Review - GameSpot,https://www.gamespot.com/reviews/james-bond-007-nightfire-review/1900-2898571/,,,,,,,-,N/A. . ,-,-,7.9,,1,1,1,1,1
James Bond,James Bond Blood Stone,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Legend of Dungeon,Legend of Dungeon Masters,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Legend of Dungeon,Legend of Dungeon,,,,6.0,Legend of Dungeon Review - GameSpot,https://www.gamespot.com/reviews/legend-of-dungeon-review/1900-6414793/,,,,,,,-,Lots of items and enemies to discover. Addictive sense of exploration. Easy to pick up. Fun with friends. Combat is too basic. Inventory management is a chore. Multiplayer is local only. ,-,-,6.0,Addictive sense of exploration. Easy to pick up. Fun with friends. Combat is too basic. Multiplayer is local only.,1,1,1,1,1
Legend of Dungeon,Legend of Fae,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Legend of Dungeon,Legend of Grimrock,8.5,Legend of Grimrock Review - IGN,https://www.ign.com/articles/2012/04/09/legend-of-grimrock-review,,,,,,,8.0,Legend of Grimrock review - PC Gamer,https://www.pcgamer.com/legend-of-grimrock-review/,"Underneath its gorgeous sheen and striking atmosphere, Legend of Grimrock is an unapologetic nod to PC gaming's earlier days. Playing it reawakens those same feelings of excitement I had back when I got into early dungeon crawler RPGs for the first time. There's something magical about the skillful way the dev team takes such antiquated game design and makes it feel new and fun again, pushing all the right nostalgia buttons in the process. But more importantly, everything about this well-crafted romp through deadly dungeons comes together to pull you into its mysterious realm and hold on.",-,-,A very devoted homage that nevertheless brings back a golden era provided you lived through it the first time.,8.25,"Underneath its gorgeous sheen, Legend of Grimrock is an unapologetic nod to PC gaming's earlier days. Playing it reawakens those same feelings of excitement I had back when I got into early dungeon crawler RPGs for the first time.",1,1,1,1,2
Legend of Dungeon,Legend of Grimrock 2,,Legend of Grimrock 2 review - za.ign.com,https://za.ign.com/legend-of-grimrock-2/84776/review/legend-of-grimrock-2-review,9.0,Legend of Grimrock 2 Review - GameSpot,https://www.gamespot.com/reviews/legend-of-grimrock-2-review/1900-6415925/,,,,8.5,Legend of Grimrock 2 review - PC Gamer,https://www.pcgamer.com/legend-of-grimrock-2-review/,-,"Dramatic aesthetic and lighting bring vivid environments and unsettling monsters to life. A relatively deep character creation system that allows for on-the-fly skill builds. Excellent riddles and puzzles that require smarts to solve and assume you have them. Satisfying real-time combat with more emphasis on interaction than ever before. A wry, self-referential sense of humor ingrained in the systems and content. A ""go-for"" narrative tries to sustain you on scraps until it picks up over a dozen hours in. ",-,"A sublime blend of fighting, puzzling and exploration, but the unforgiving difficulty may be too much for some.",8.75,Dramatic aesthetic and lighting bring vivid environments and unsettling monsters to life. A relatively deep character creation system that allows for on-the-fly skill builds. Excellent riddles and puzzles that require smarts to solve and assume you have them.,1,1,1,1,2
Legend of Dungeon,Legend of Legaia,,,,7.3,Legend of Legaia Review - GameSpot,https://www.gamespot.com/reviews/legend-of-legaia-review/1900-2545990/,,,,,,,-,N/A. . ,-,-,7.3,,1,1,1,1,1
Legend of Dungeon,Legend of Mysteria,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
Legend of Dungeon,Legend of the Guardians: The Owls of Ga'Hoole,5.0,Legend of the Guardians: The Owls of Ga'Hoole Review - IGN,https://www.ign.com/articles/2010/09/24/legend-of-the-guardians-the-owls-of-gahoole-review,6.0,Legend of the Guardians: The Owls of Ga'Hoole Review,https://www.gamespot.com/reviews/legend-of-the-guardians-the-owls-of-gahoole-review/1900-6276433/,,,,,,,-,"Accessible, good-looking combat. Some cool boss fights and set piece battles. Atmospheric environments. Combat boils down to the same basic actions, over and over. The story won't make any sense to newcomers. Contextual evasions are implemented poorly. Three hours of play for $50. ",-,-,5.5,"Three hours of play for $50. Some cool boss fights and set piece battles. Atmospheric environments. Combat boils down to the same basic actions, over and over.",1,1,1,1,2
MX vs. ATV,MX vs. ATV Reflex,7.8,MX vs. ATV Reflex Review - IGN,https://www.ign.com/articles/2009/12/02/mx-vs-atv-reflex-review-3,6.5,MX vs. ATV Reflex Review - GameSpot,https://www.gamespot.com/reviews/mx-vs-atv-reflex-review/1900-6242336/,,,,,,,"MX vs. ATV Reflex is another very solid release from Rainbow Studios, though the franchise hasn't changed a ton in the gameplay department despite some pretty hefty on-paper features. The controls are still great, the track design is at the top of its class and there are enough events here to keep you coming back for ages, not to mention a very solid and capable online component. If you're a fan of offroad racing, this is definitely worth a serious look, though don't go in expecting a completely different racing experience.","Intuitive controls reward skilled riding. Tons of races and events on smartly designed courses. Track deformation looks good and really works. Physics go bananas sometimes and send you flying off track. Disappointing visuals, especially on the PlayStation 3. Freestyle event judging is unpredictable. ",-,-,7.15,"Intuitive controls reward skilled riding. Tons of races and events on smartly designed courses. Physics go bananas sometimes and send you flying off track. Disappointing visuals, especially on the PlayStation 3.",1,1,1,1,2
MX vs. ATV,MX vs. ATV Supercross Encore,,,,,,,,,,,,,-,-,-,-,,,1,1,1,1,0
MX vs. ATV,MX vs. ATV Unleashed: On the Edge,,,,7.1,MX vs. ATV Unleashed: On the Edge Review - GameSpot,https://www.gamespot.com/reviews/mx-vs-atv-unleashed-on-the-edge-review/1900-6145314/,,,,,,,-,Taking huge-air jumps is fun. Outdoor tracks are imaginatively designed. Lots of modes will keep you busy. Player usually gets short end of the collision stick. Load times are unacceptable. Lack of a championship mode means for plenty of menu-navigating. ,-,-,7.1,Lack of championship mode means for plenty of menu-navigating. Outdoor tracks are imaginatively designed. Player usually gets short end of the collision stick.,1,1,1,1,1
MX vs. ATV,MX vs. ATV Unleashed,,,,7.7,MX vs. ATV Unleashed Review - GameSpot,https://www.gamespot.com/reviews/mx-vs-atv-unleashed-review/1900-6121353/,,,,,,,-,Responsive controls. Game runs at a quick pace. Outdoor tracks are lots of fun. Lots of modes will keep you busy. Player usually gets short end of the collision stick. Game tends to lack challenge at all but most difficult level. A max of six competitors per race? Boring.... Airborne races are maddeningly frustrating. ,-,-,7.7,Game runs at a quick pace. Outdoor tracks are lots of fun. Lots of modes will keep you busy. Player usually gets short end of the collision stick. Game tends to lack challenge at all but most difficult level.,1,1,1,1,1
